"source","mode","target","id"
"lexA","repression","bstG","lexAbstGrepression"
"sigD","activation","tlpC","sigDtlpCactivation"
"lexA","repression","yolD","lexAyolDrepression"
"lexA","repression","uvrX","lexAuvrXrepression"
"sigM","activation","metA","sigMmetAactivation"
"sigA","activation","kinE","sigAkinEactivation"
"sigA","activation","ogt","sigAogtactivation"
"sigA","activation","ccdA","sigAccdAactivation"
"sigA","activation","yneI","sigAyneIactivation"
"sigA","activation","yneJ","sigAyneJactivation"
"codY","activation","guaB","codYguaBactivation"
"resD","activation","qcrB","resDqcrBactivation"
"resD","activation","qcrA","resDqcrAactivation"
"resD","activation","qcrC","resDqcrCactivation"
"ccpA","repression","qcrB","ccpAqcrBrepression"
"ccpA","repression","qcrA","ccpAqcrArepression"
"ccpA","repression","qcrC","ccpAqcrCrepression"
"abrB","repression","qcrB","abrBqcrBrepression"
"abrB","repression","qcrA","abrBqcrArepression"
"abrB","repression","qcrC","abrBqcrCrepression"
"sigA","activation","qcrB","sigAqcrBactivation"
"sigA","activation","qcrA","sigAqcrAactivation"
"sigA","activation","qcrC","sigAqcrCactivation"
"codY","repression","rapC","codYrapCrepression"
"codY","repression","phrC","codYphrCrepression"
"comA","activation","rapC","comArapCactivation"
"comA","activation","phrC","comAphrCactivation"
"sigA","activation","rapC","sigArapCactivation"
"sigA","activation","phrC","sigAphrCactivation"
"ccpA","repression","rapC","ccpArapCrepression"
"ccpA","repression","phrC","ccpAphrCrepression"
"sigH","activation","rapC","sigHrapCactivation"
"sigH","activation","phrC","sigHphrCactivation"
"mhqR","repression","mhqN","mhqRmhqNrepression"
"sigA","activation","mhqN","sigAmhqNactivation"
"sigD","activation","pgdS","sigDpgdSactivation"
"cymR","repression","sndA","cymRsndArepression"
"cymR","repression","tcyL","cymRtcyLrepression"
"cymR","repression","ribR","cymRribRrepression"
"cymR","repression","cmoJ","cymRcmoJrepression"
"cymR","repression","ytnM","cymRytnMrepression"
"cymR","repression","tcyJ","cymRtcyJrepression"
"cymR","repression","tcyK","cymRtcyKrepression"
"cymR","repression","tcyM","cymRtcyMrepression"
"cymR","repression","tcyN","cymRtcyNrepression"
"cymR","repression","snaA","cymRsnaArepression"
"cymR","repression","cmoO","cymRcmoOrepression"
"cymR","repression","cmoI","cymRcmoIrepression"
"ascR","activation","sndA","ascRsndAactivation"
"ascR","activation","tcyL","ascRtcyLactivation"
"ascR","activation","ribR","ascRribRactivation"
"ascR","activation","cmoJ","ascRcmoJactivation"
"ascR","activation","ytnM","ascRytnMactivation"
"ascR","activation","tcyJ","ascRtcyJactivation"
"ascR","activation","tcyK","ascRtcyKactivation"
"ascR","activation","tcyM","ascRtcyMactivation"
"ascR","activation","tcyN","ascRtcyNactivation"
"ascR","activation","snaA","ascRsnaAactivation"
"ascR","activation","cmoO","ascRcmoOactivation"
"ascR","activation","cmoI","ascRcmoIactivation"
"sigA","activation","sndA","sigAsndAactivation"
"sigA","activation","tcyL","sigAtcyLactivation"
"sigA","activation","ribR","sigAribRactivation"
"sigA","activation","cmoJ","sigAcmoJactivation"
"sigA","activation","ytnM","sigAytnMactivation"
"sigA","activation","tcyJ","sigAtcyJactivation"
"sigA","activation","tcyK","sigAtcyKactivation"
"sigA","activation","tcyM","sigAtcyMactivation"
"sigA","activation","tcyN","sigAtcyNactivation"
"sigA","activation","snaA","sigAsnaAactivation"
"sigA","activation","cmoO","sigAcmoOactivation"
"sigA","activation","cmoI","sigAcmoIactivation"
"codY","repression","yneN","codYyneNrepression"
"codY","repression","citB","codYcitBrepression"
"ccpC","repression","yneN","ccpCyneNrepression"
"ccpC","repression","citB","ccpCcitBrepression"
"ccpA","repression","yneN","ccpAyneNrepression"
"ccpA","repression","citB","ccpAcitBrepression"
"sigA","activation","yneN","sigAyneNactivation"
"sigA","activation","citB","sigAcitBactivation"
"adhR","activation","yraA","adhRyraAactivation"
"sigB","activation","yraA","sigByraAactivation"
"sigM","activation","yraA","sigMyraAactivation"
"comK","activation","ssbB","comKssbBactivation"
"rok","repression","albC","rokalbCrepression"
"rok","repression","albG","rokalbGrepression"
"rok","repression","sboX","roksboXrepression"
"rok","repression","sboA","roksboArepression"
"rok","repression","albE","rokalbErepression"
"rok","repression","albF","rokalbFrepression"
"rok","repression","albB","rokalbBrepression"
"rok","repression","albD","rokalbDrepression"
"rok","repression","albA","rokalbArepression"
"resD","activation","albC","resDalbCactivation"
"resD","activation","albG","resDalbGactivation"
"resD","activation","sboX","resDsboXactivation"
"resD","activation","sboA","resDsboAactivation"
"resD","activation","albE","resDalbEactivation"
"resD","activation","albF","resDalbFactivation"
"resD","activation","albB","resDalbBactivation"
"resD","activation","albD","resDalbDactivation"
"resD","activation","albA","resDalbAactivation"
"abrB","repression","albC","abrBalbCrepression"
"abrB","repression","albG","abrBalbGrepression"
"abrB","repression","sboX","abrBsboXrepression"
"abrB","repression","sboA","abrBsboArepression"
"abrB","repression","albE","abrBalbErepression"
"abrB","repression","albF","abrBalbFrepression"
"abrB","repression","albB","abrBalbBrepression"
"abrB","repression","albD","abrBalbDrepression"
"abrB","repression","albA","abrBalbArepression"
"sigA","activation","albC","sigAalbCactivation"
"sigA","activation","albG","sigAalbGactivation"
"sigA","activation","sboX","sigAsboXactivation"
"sigA","activation","sboA","sigAsboAactivation"
"sigA","activation","albE","sigAalbEactivation"
"sigA","activation","albF","sigAalbFactivation"
"sigA","activation","albB","sigAalbBactivation"
"sigA","activation","albD","sigAalbDactivation"
"sigA","activation","albA","sigAalbAactivation"
"sigA","activation","jag","sigAjagactivation"
"sigA","activation","yidC1","sigAyidC1activation"
"phoP","activation","srfAC","phoPsrfACactivation"
"phoP","activation","srfAB","phoPsrfABactivation"
"phoP","activation","comS","phoPcomSactivation"
"phoP","activation","srfAA","phoPsrfAAactivation"
"phoP","activation","srfAD","phoPsrfADactivation"
"codY","repression","srfAC","codYsrfACrepression"
"codY","repression","srfAB","codYsrfABrepression"
"codY","repression","comS","codYcomSrepression"
"codY","repression","srfAA","codYsrfAArepression"
"codY","repression","srfAD","codYsrfADrepression"
"comA","activation","srfAC","comAsrfACactivation"
"comA","activation","srfAB","comAsrfABactivation"
"comA","activation","comS","comAcomSactivation"
"comA","activation","srfAA","comAsrfAAactivation"
"comA","activation","srfAD","comAsrfADactivation"
"perR","activation","srfAC","perRsrfACactivation"
"perR","activation","srfAB","perRsrfABactivation"
"perR","activation","comS","perRcomSactivation"
"perR","activation","srfAA","perRsrfAAactivation"
"perR","activation","srfAD","perRsrfADactivation"
"spx","repression","srfAC","spxsrfACrepression"
"spx","repression","srfAB","spxsrfABrepression"
"spx","repression","comS","spxcomSrepression"
"spx","repression","srfAA","spxsrfAArepression"
"spx","repression","srfAD","spxsrfADrepression"
"abh","repression","srfAC","abhsrfACrepression"
"abh","repression","srfAB","abhsrfABrepression"
"abh","repression","comS","abhcomSrepression"
"abh","repression","srfAA","abhsrfAArepression"
"abh","repression","srfAD","abhsrfADrepression"
"sigA","activation","srfAC","sigAsrfACactivation"
"sigA","activation","srfAB","sigAsrfABactivation"
"sigA","activation","comS","sigAcomSactivation"
"sigA","activation","srfAA","sigAsrfAAactivation"
"sigA","activation","srfAD","sigAsrfADactivation"
"gabR","repression","gabR","gabRgabRrepression"
"sigA","activation","gabR","sigAgabRactivation"
"sigW","activation","ythQ","sigWythQactivation"
"sigW","activation","ythP","sigWythPactivation"
"spoIIID","repression","spoVD","spoIIIDspoVDrepression"
"sigE","activation","spoVD","sigEspoVDactivation"
"gerE","activation","sscA","gerEsscAactivation"
"sigK","activation","sscA","sigKsscAactivation"
"abrB","repression","ntdR","abrBntdRrepression"
"abrB","repression","yphE","abrByphErepression"
"abrB","repression","yphF","abrByphFrepression"
"codY","repression","clpY","codYclpYrepression"
"codY","repression","codV","codYcodVrepression"
"codY","repression","codY","codYcodYrepression"
"codY","repression","trmFO","codYtrmFOrepression"
"codY","repression","clpQ","codYclpQrepression"
"sigA","activation","clpY","sigAclpYactivation"
"sigA","activation","codV","sigAcodVactivation"
"sigA","activation","codY","sigAcodYactivation"
"sigA","activation","trmFO","sigAtrmFOactivation"
"sigA","activation","clpQ","sigAclpQactivation"
"sigK","activation","ykvQ","sigKykvQactivation"
"sigK","activation","ykzQ","sigKykzQactivation"
"sigK","activation","ykvP","sigKykvPactivation"
"sigB","activation","yhdN","sigByhdNactivation"
"sigB","activation","plsC","sigBplsCactivation"
"fapR","repression","yhdN","fapRyhdNrepression"
"fapR","repression","plsC","fapRplsCrepression"
"tnrA","activation","gabP","tnrAgabPactivation"
"codY","repression","gabP","codYgabPrepression"
"sigA","activation","gabP","sigAgabPactivation"
"adaA","activation","alkA","adaAalkAactivation"
"sigA","activation","alkA","sigAalkAactivation"
"abrB","repression","ppsE","abrBppsErepression"
"abrB","repression","ppsC","abrBppsCrepression"
"abrB","repression","ppsA","abrBppsArepression"
"abrB","repression","ppsD","abrBppsDrepression"
"abrB","repression","ppsB","abrBppsBrepression"
"degU","activation","yveA","degUyveAactivation"
"sigG","activation","yveA","sigGyveAactivation"
"sigB","activation","yxjI","sigByxjIactivation"
"sigW","activation","yxjI","sigWyxjIactivation"
"degU","repression","yxjI","degUyxjIrepression"
"ccpA","repression","cccA","ccpAcccArepression"
"abrB","repression","cccA","abrBcccArepression"
"sigA","activation","cccA","sigAcccAactivation"
"mgsR","activation","mgsR","mgsRmgsRactivation"
"sigB","activation","mgsR","sigBmgsRactivation"
"gerR","activation","cotX","gerRcotXactivation"
"sigE","activation","yncD","sigEyncDactivation"
"sigA","activation","lysS","sigAlysSactivation"
"sigA","activation","txpA","sigAtxpAactivation"
"spo0A","activation","txpA","spo0AtxpAactivation"
"sigA","activation","ohrR","sigAohrRactivation"
"gltR","repression","gltR","gltRgltRrepression"
"sigA","activation","gltR","sigAgltRactivation"
"sigK","activation","dapA","sigKdapAactivation"
"sigK","activation","asd","sigKasdactivation"
"sigK","activation","dapG","sigKdapGactivation"
"sigA","activation","dapA","sigAdapAactivation"
"sigA","activation","asd","sigAasdactivation"
"sigA","activation","dapG","sigAdapGactivation"
"bsdA","activation","bsdD","bsdAbsdDactivation"
"bsdA","activation","bsdB","bsdAbsdBactivation"
"bsdA","activation","bsdC","bsdAbsdCactivation"
"spoVT","repression","gerKB","spoVTgerKBrepression"
"spoVT","repression","gerKC","spoVTgerKCrepression"
"spoVT","repression","gerKA","spoVTgerKArepression"
"sigG","activation","gerKB","sigGgerKBactivation"
"sigG","activation","gerKC","sigGgerKCactivation"
"sigG","activation","gerKA","sigGgerKAactivation"
"sigF","activation","yhfM","sigFyhfMactivation"
"sigK","activation","spoIISB","sigKspoIISBactivation"
"sigK","activation","spoIISA","sigKspoIISAactivation"
"spo0A","repression","rok","spo0Arokrepression"
"sinR","repression","rok","sinRrokrepression"
"rok","repression","rok","rokrokrepression"
"abrB","repression","rok","abrBrokrepression"
"sigA","activation","bglC","sigAbglCactivation"
"gamR","repression","ybgB","gamRybgBrepression"
"sigA","activation","ybgB","sigAybgBactivation"
"sigY","activation","ybgB","sigYybgBactivation"
"perR","repression","katA","perRkatArepression"
"spx","activation","yojF","spxyojFactivation"
"spx","activation","yoyC","spxyoyCactivation"
"spx","activation","bshB2","spxbshB2activation"
"sigA","activation","yojF","sigAyojFactivation"
"sigA","activation","yoyC","sigAyoyCactivation"
"sigA","activation","bshB2","sigAbshB2activation"
"sigF","activation","spoVT","sigFspoVTactivation"
"sigG","activation","spoVT","sigGspoVTactivation"
"zur","repression","zinT","zurzinTrepression"
"sigA","activation","zinT","sigAzinTactivation"
"spoIIID","repression","ypjB","spoIIIDypjBrepression"
"sigE","activation","ypjB","sigEypjBactivation"
"ccpA","repression","yvnA","ccpAyvnArepression"
"abrB","repression","yvnA","abrByvnArepression"
"sigE","activation","ssdC","sigEssdCactivation"
"sigE","activation","cspR","sigEcspRactivation"
"sigE","activation","yhbB","sigEyhbBactivation"
"yclJ","activation","yngC","yclJyngCactivation"
"yclJ","activation","yngB","yclJyngBactivation"
"yclJ","activation","yngA","yclJyngAactivation"
"sigM","activation","yngC","sigMyngCactivation"
"sigM","activation","yngB","sigMyngBactivation"
"sigM","activation","yngA","sigMyngAactivation"
"phoP","repression","tagA","phoPtagArepression"
"phoP","repression","tagB","phoPtagBrepression"
"walR","activation","tagA","walRtagAactivation"
"walR","activation","tagB","walRtagBactivation"
"sigA","activation","tagA","sigAtagAactivation"
"sigA","activation","tagB","sigAtagBactivation"
"codY","repression","asnH","codYasnHrepression"
"codY","repression","yxaM","codYyxaMrepression"
"abrB","repression","asnH","abrBasnHrepression"
"abrB","repression","yxaM","abrByxaMrepression"
"sigA","activation","asnH","sigAasnHactivation"
"sigA","activation","yxaM","sigAyxaMactivation"
"sigG","activation","sspC","sigGsspCactivation"
"sinR","repression","aprE","sinRaprErepression"
"scoC","repression","aprE","scoCaprErepression"
"abrB","repression","aprE","abrBaprErepression"
"degU","activation","aprE","degUaprEactivation"
"codY","repression","aprE","codYaprErepression"
"sigA","activation","aprE","sigAaprEactivation"
"sigD","activation","cheV","sigDcheVactivation"
"sigD","activation","yvbI","sigDyvbIactivation"
"araR","repression","araR","araRaraRrepression"
"sigA","activation","araR","sigAaraRactivation"
"spo0A","activation","spo0F","spo0Aspo0Factivation"
"sigA","activation","spo0F","sigAspo0Factivation"
"sigH","activation","spo0F","sigHspo0Factivation"
"sigB","activation","yxbG","sigByxbGactivation"
"sigE","activation","yjcA","sigEyjcAactivation"
"liaR","activation","yhdA","liaRyhdAactivation"
"liaR","activation","yhcY","liaRyhcYactivation"
"liaR","activation","yhcZ","liaRyhcZactivation"
"sigA","activation","yhdA","sigAyhdAactivation"
"sigA","activation","yhcY","sigAyhcYactivation"
"sigA","activation","yhcZ","sigAyhcZactivation"
"sigB","activation","ydaS","sigBydaSactivation"
"spo0A","activation","yqxJ","spo0AyqxJactivation"
"spo0A","activation","yqxI","spo0AyqxIactivation"
"ccpA","repression","yqxJ","ccpAyqxJrepression"
"ccpA","repression","yqxI","ccpAyqxIrepression"
"abrB","repression","yqxJ","abrByqxJrepression"
"abrB","repression","yqxI","abrByqxIrepression"
"czrA","repression","cadA","czrAcadArepression"
"sigA","activation","cadA","sigAcadAactivation"
"bltR","activation","bltD","bltRbltDactivation"
"bltR","activation","blt","bltRbltactivation"
"mta","activation","bltD","mtabltDactivation"
"mta","activation","blt","mtabltactivation"
"sigA","activation","bltD","sigAbltDactivation"
"sigA","activation","blt","sigAbltactivation"
"ccpA","repression","yozM","ccpAyozMrepression"
"lexA","repression","yozM","lexAyozMrepression"
"ccpA","repression","abn2","ccpAabn2repression"
"sigH","activation","abn2","sigHabn2activation"
"sigA","activation","abn2","sigAabn2activation"
"spoIIID","repression","yqfZ","spoIIIDyqfZrepression"
"spoIIID","repression","ispG","spoIIIDispGrepression"
"sigE","activation","yqfZ","sigEyqfZactivation"
"sigE","activation","ispG","sigEispGactivation"
"sigA","activation","psdA","sigApsdAactivation"
"sigA","activation","psdR","sigApsdRactivation"
"sigA","activation","psdS","sigApsdSactivation"
"sigA","activation","psdB","sigApsdBactivation"
"psdR","activation","psdA","psdRpsdAactivation"
"psdR","activation","psdR","psdRpsdRactivation"
"psdR","activation","psdS","psdRpsdSactivation"
"psdR","activation","psdB","psdRpsdBactivation"
"sigE","activation","ynzB","sigEynzBactivation"
"sigE","activation","yndA","sigEyndAactivation"
"spoIIID","repression","yhaX","spoIIIDyhaXrepression"
"sigE","activation","yhaX","sigEyhaXactivation"
"sigE","activation","yyaD","sigEyyaDactivation"
"sigA","activation","sr1","sigAsr1activation"
"ccpN","repression","sr1","ccpNsr1repression"
"sigA","activation","dynA","sigAdynAactivation"
"sigA","activation","ypbS","sigAypbSactivation"
"sigA","activation","ypzF","sigAypzFactivation"
"sigB","activation","ytxG","sigBytxGactivation"
"sigB","activation","ytxH","sigBytxHactivation"
"sigB","activation","brxC","sigBbrxCactivation"
"sigH","activation","ytxG","sigHytxGactivation"
"sigH","activation","ytxH","sigHytxHactivation"
"sigH","activation","brxC","sigHbrxCactivation"
"abrB","repression","yknW","abrByknWrepression"
"abrB","repression","yknZ","abrByknZrepression"
"abrB","repression","yknX","abrByknXrepression"
"abrB","repression","yknY","abrByknYrepression"
"sigW","activation","yknW","sigWyknWactivation"
"sigW","activation","yknZ","sigWyknZactivation"
"sigW","activation","yknX","sigWyknXactivation"
"sigW","activation","yknY","sigWyknYactivation"
"fur","repression","yoaJ","furyoaJrepression"
"fadR","repression","fadG","fadRfadGrepression"
"fadR","repression","ykzU","fadRykzUrepression"
"fadR","repression","fadH","fadRfadHrepression"
"spoIIID","repression","cotD","spoIIIDcotDrepression"
"gerE","activation","cotD","gerEcotDactivation"
"sigK","activation","cotD","sigKcotDactivation"
"gerE","repression","yhjR","gerEyhjRrepression"
"gerE","repression","yhjQ","gerEyhjQrepression"
"sigE","activation","yhjR","sigEyhjRactivation"
"sigE","activation","yhjQ","sigEyhjQactivation"
"sigK","activation","yhjR","sigKyhjRactivation"
"sigK","activation","yhjQ","sigKyhjQactivation"
"sigA","activation","motP","sigAmotPactivation"
"sigA","activation","motS","sigAmotSactivation"
"sigA","activation","ccpA","sigAccpAactivation"
"rghR","repression","rapD","rghRrapDrepression"
"sigA","activation","rapD","sigArapDactivation"
"sigM","activation","rapD","sigMrapDactivation"
"sigX","activation","rapD","sigXrapDactivation"
"spo0A","repression","mltG","spo0AmltGrepression"
"S-box","repression","mtnB","S-boxmtnBrepression"
"S-box","repression","mtnW","S-boxmtnWrepression"
"S-box","repression","mtnX","S-boxmtnXrepression"
"S-box","repression","mtnD","S-boxmtnDrepression"
"sigA","activation","mtnB","sigAmtnBactivation"
"sigA","activation","mtnW","sigAmtnWactivation"
"sigA","activation","mtnX","sigAmtnXactivation"
"sigA","activation","mtnD","sigAmtnDactivation"
"sigD","activation","yoaH","sigDyoaHactivation"
"rghR","repression","yvaM","rghRyvaMrepression"
"malR","activation","maeN","malRmaeNactivation"
"fnr","activation","narI","fnrnarIactivation"
"fnr","activation","narJ","fnrnarJactivation"
"fnr","activation","narH","fnrnarHactivation"
"fnr","activation","narG","fnrnarGactivation"
"sigA","activation","narI","sigAnarIactivation"
"sigA","activation","narJ","sigAnarJactivation"
"sigA","activation","narH","sigAnarHactivation"
"sigA","activation","narG","sigAnarGactivation"
"sigE","activation","cotO","sigEcotOactivation"
"fadR","repression","lcfB","fadRlcfBrepression"
"ccpA","repression","lcfB","ccpAlcfBrepression"
"sigA","activation","lcfB","sigAlcfBactivation"
"sigE","activation","ytxC","sigEytxCactivation"
"phoP","activation","phrK","phoPphrKactivation"
"phoP","activation","rapK","phoPrapKactivation"
"abrB","repression","phrK","abrBphrKrepression"
"abrB","repression","rapK","abrBrapKrepression"
"sigH","activation","phrK","sigHphrKactivation"
"sigH","activation","rapK","sigHrapKactivation"
"ctsR","repression","clpP","ctsRclpPrepression"
"sigA","activation","clpP","sigAclpPactivation"
"sigB","activation","clpP","sigBclpPactivation"
"spoVT","repression","tepA","spoVTtepArepression"
"spoVT","repression","ylzJ","spoVTylzJrepression"
"sigG","activation","tepA","sigGtepAactivation"
"sigG","activation","ylzJ","sigGylzJactivation"
"ccpA","activation","pta","ccpAptaactivation"
"sigA","activation","pta","sigAptaactivation"
"sigG","activation","yfkT","sigGyfkTactivation"
"sigG","activation","yfkQ","sigGyfkQactivation"
"sigG","activation","yfkS","sigGyfkSactivation"
"sigG","activation","yfkR","sigGyfkRactivation"
"sigB","activation","yfkT","sigByfkTactivation"
"sigB","activation","yfkQ","sigByfkQactivation"
"sigB","activation","yfkS","sigByfkSactivation"
"sigB","activation","yfkR","sigByfkRactivation"
"sigF","activation","spoIIR","sigFspoIIRactivation"
"sigW","activation","yuaI","sigWyuaIactivation"
"sigW","activation","floT","sigWfloTactivation"
"sigW","activation","yuaF","sigWyuaFactivation"
"yfmP","repression","yfmP","yfmPyfmPrepression"
"yfmP","repression","yfmO","yfmPyfmOrepression"
"sigA","activation","yfmP","sigAyfmPactivation"
"sigA","activation","yfmO","sigAyfmOactivation"
"sigA","activation","map","sigAmapactivation"
"sigA","activation","secY","sigAsecYactivation"
"sigA","activation","rplO","sigArplOactivation"
"sigA","activation","adk","sigAadkactivation"
"fur","repression","fpbP","furfpbPrepression"
"fur","repression","fpbN","furfpbNrepression"
"fur","repression","fpbQ","furfpbQrepression"
"fur","repression","fpbO","furfpbOrepression"
"spoVT","repression","glcU","spoVTglcUrepression"
"spoVT","repression","gdh","spoVTgdhrepression"
"sigG","activation","glcU","sigGglcUactivation"
"sigG","activation","gdh","sigGgdhactivation"
"sigA","activation","yojE","sigAyojEactivation"
"sigM","activation","rodA","sigMrodAactivation"
"sigF","activation","ywnJ","sigFywnJactivation"
"sigM","activation","ywnJ","sigMywnJactivation"
"sigW","activation","ywnJ","sigWywnJactivation"
"sigX","activation","ywnJ","sigXywnJactivation"
"sinR","repression","spoVG","sinRspoVGrepression"
"abrB","repression","spoVG","abrBspoVGrepression"
"sigH","activation","spoVG","sigHspoVGactivation"
"sigA","activation","yuxK","sigAyuxKactivation"
"sigA","activation","pbpD","sigApbpDactivation"
"gerE","activation","yxeE","gerEyxeEactivation"
"sigK","activation","yxeE","sigKyxeEactivation"
"sigA","activation","rapB","sigArapBactivation"
"gerE","activation","yjzB","gerEyjzBactivation"
"sigK","activation","yjzB","sigKyjzBactivation"
"sigA","activation","veg","sigAvegactivation"
"nhaX","activation","nhaC","nhaXnhaCactivation"
"abrB","repression","yxaA","abrByxaArepression"
"abrB","repression","yxaB","abrByxaBrepression"
"sigA","activation","yxaA","sigAyxaAactivation"
"sigA","activation","yxaB","sigAyxaBactivation"
"sigB","activation","yxaA","sigByxaAactivation"
"sigB","activation","yxaB","sigByxaBactivation"
"sigM","activation","ytpA","sigMytpAactivation"
"spoVT","activation","yteA","spoVTyteAactivation"
"sigG","activation","yteA","sigGyteAactivation"
"cymR","repression","yrhC","cymRyrhCrepression"
"cymR","repression","mccB","cymRmccBrepression"
"cymR","repression","mtnN","cymRmtnNrepression"
"cymR","repression","yrrT","cymRyrrTrepression"
"cymR","repression","mccA","cymRmccArepression"
"spx","activation","yrhC","spxyrhCactivation"
"spx","activation","mccB","spxmccBactivation"
"spx","activation","mtnN","spxmtnNactivation"
"spx","activation","yrrT","spxyrrTactivation"
"spx","activation","mccA","spxmccAactivation"
"sigA","activation","yrhC","sigAyrhCactivation"
"sigA","activation","mccB","sigAmccBactivation"
"sigA","activation","mtnN","sigAmtnNactivation"
"sigA","activation","yrrT","sigAyrrTactivation"
"sigA","activation","mccA","sigAmccAactivation"
"sigB","activation","ytaB","sigBytaBactivation"
"sigA","activation","bsrG","sigAbsrGactivation"
"ccpN","repression","pckA","ccpNpckArepression"
"sigA","activation","pckA","sigApckAactivation"
"resD","activation","resD","resDresDactivation"
"resD","activation","resB","resDresBactivation"
"resD","activation","resC","resDresCactivation"
"resD","activation","resE","resDresEactivation"
"resD","activation","resA","resDresAactivation"
"phoP","activation","resD","phoPresDactivation"
"phoP","activation","resB","phoPresBactivation"
"phoP","activation","resC","phoPresCactivation"
"phoP","activation","resE","phoPresEactivation"
"phoP","activation","resA","phoPresAactivation"
"ccpA","repression","resD","ccpAresDrepression"
"ccpA","repression","resB","ccpAresBrepression"
"ccpA","repression","resC","ccpAresCrepression"
"ccpA","repression","resE","ccpAresErepression"
"ccpA","repression","resA","ccpAresArepression"
"sigA","activation","resD","sigAresDactivation"
"sigA","activation","resB","sigAresBactivation"
"sigA","activation","resC","sigAresCactivation"
"sigA","activation","resE","sigAresEactivation"
"sigA","activation","resA","sigAresAactivation"
"lexA","repression","yhjE","lexAyhjErepression"
"lexA","repression","sipV","lexAsipVrepression"
"sigK","activation","cotI","sigKcotIactivation"
"sigW","activation","sppI","sigWsppIactivation"
"sigW","activation","sppA","sigWsppAactivation"
"sigA","activation","thiE","sigAthiEactivation"
"sigA","activation","thiM","sigAthiMactivation"
"sigA","activation","ywbI","sigAywbIactivation"
"sigM","activation","ywbO","sigMywbOactivation"
"sigW","activation","ywbO","sigWywbOactivation"
"sigX","activation","ywbO","sigXywbOactivation"
"abrB","repression","ymaE","abrBymaErepression"
"abrB","repression","ymzB","abrBymzBrepression"
"sigB","activation","ymaE","sigBymaEactivation"
"sigB","activation","ymzB","sigBymzBactivation"
"putR","activation","putB","putRputBactivation"
"putR","activation","putC","putRputCactivation"
"putR","activation","putP","putRputPactivation"
"spo0A","activation","putB","spo0AputBactivation"
"spo0A","activation","putC","spo0AputCactivation"
"spo0A","activation","putP","spo0AputPactivation"
"codY","repression","putB","codYputBrepression"
"codY","repression","putC","codYputCrepression"
"codY","repression","putP","codYputPrepression"
"sigA","activation","putB","sigAputBactivation"
"sigA","activation","putC","sigAputCactivation"
"spx","activation","bshA","spxbshAactivation"
"spx","activation","mgsA","spxmgsAactivation"
"spx","activation","cca","spxccaactivation"
"spx","activation","dapB","spxdapBactivation"
"spx","activation","bshB1","spxbshB1activation"
"spx","activation","ypjD","spxypjDactivation"
"spx","activation","birA","spxbirAactivation"
"sigA","activation","bshA","sigAbshAactivation"
"sigA","activation","mgsA","sigAmgsAactivation"
"sigA","activation","cca","sigAccaactivation"
"sigA","activation","dapB","sigAdapBactivation"
"sigA","activation","bshB1","sigAbshB1activation"
"sigA","activation","ypjD","sigAypjDactivation"
"sigA","activation","birA","sigAbirAactivation"
"spoIIID","activation","cotF","spoIIIDcotFactivation"
"sigK","activation","cotF","sigKcotFactivation"
"gerE","activation","yeeK","gerEyeeKactivation"
"sigK","activation","yeeK","sigKyeeKactivation"
"codY","repression","ilvD","codYilvDrepression"
"spo0A","repression","med","spo0Amedrepression"
"spo0A","repression","comZ","spo0AcomZrepression"
"sigA","activation","med","sigAmedactivation"
"sigA","activation","comZ","sigAcomZactivation"
"sigB","activation","yhdF","sigByhdFactivation"
"sigK","activation","yabG","sigKyabGactivation"
"T-box","activation","proA","T-boxproAactivation"
"T-box","activation","proB","T-boxproBactivation"
"sigA","activation","proA","sigAproAactivation"
"sigA","activation","proB","sigAproBactivation"
"sigG","activation","yhcV","sigGyhcVactivation"
"pucR","repression","pucL","pucRpucLrepression"
"pucR","repression","pucK","pucRpucKrepression"
"pucR","repression","pucR","pucRpucRrepression"
"pucR","repression","pucJ","pucRpucJrepression"
"pucR","repression","pucM","pucRpucMrepression"
"tnrA","activation","pucR","tnrApucRactivation"
"sigA","activation","htpG","sigAhtpGactivation"
"azlB","repression","yrdK","azlByrdKrepression"
"azlB","repression","azlD","azlBazlDrepression"
"azlB","repression","brnQ","azlBbrnQrepression"
"azlB","repression","azlC","azlBazlCrepression"
"azlB","repression","azlB","azlBazlBrepression"
"spo0A","activation","spoIIAA","spo0AspoIIAAactivation"
"spo0A","activation","spoIIAB","spo0AspoIIABactivation"
"spo0A","activation","sigF","spo0AsigFactivation"
"abrB","repression","spoIIAA","abrBspoIIAArepression"
"abrB","repression","spoIIAB","abrBspoIIABrepression"
"abrB","repression","sigF","abrBsigFrepression"
"sigF","activation","spoIIAA","sigFspoIIAAactivation"
"sigF","activation","spoIIAB","sigFspoIIABactivation"
"sigF","activation","sigF","sigFsigFactivation"
"sigG","activation","spoIIAA","sigGspoIIAAactivation"
"sigG","activation","spoIIAB","sigGspoIIABactivation"
"sigG","activation","sigF","sigGsigFactivation"
"sigH","activation","spoIIAA","sigHspoIIAAactivation"
"sigH","activation","spoIIAB","sigHspoIIABactivation"
"sigH","activation","sigF","sigHsigFactivation"
"sinR","repression","spoIIAA","sinRspoIIAArepression"
"sinR","repression","spoIIAB","sinRspoIIABrepression"
"sinR","repression","sigF","sinRsigFrepression"
"sigF","activation","ylbC","sigFylbCactivation"
"sigF","activation","ylbB","sigFylbBactivation"
"sigE","activation","ypqA","sigEypqAactivation"
