"source","mode","target","id"
"spoIIID","activation","cotJB","spoIIIDcotJBactivation"
"spoIIID","activation","cotJA","spoIIIDcotJAactivation"
"spoIIID","activation","cotJC","spoIIIDcotJCactivation"
"spoIIID","activation","yesJ","spoIIIDyesJactivation"
"spoIIID","activation","yesK","spoIIIDyesKactivation"
"sigE","activation","cotJB","sigEcotJBactivation"
"sigE","activation","cotJA","sigEcotJAactivation"
"sigE","activation","cotJC","sigEcotJCactivation"
"sigE","activation","yesJ","sigEyesJactivation"
"sigE","activation","yesK","sigEyesKactivation"
"gerR","activation","cotB","gerRcotBactivation"
"gerR","activation","ywrJ","gerRywrJactivation"
"gerR","activation","cotH","gerRcotHactivation"
"gerE","repression","cotB","gerEcotBrepression"
"gerE","repression","ywrJ","gerEywrJrepression"
"gerE","repression","cotH","gerEcotHrepression"
"sigK","activation","cotB","sigKcotBactivation"
"sigK","activation","ywrJ","sigKywrJactivation"
"sigK","activation","cotH","sigKcotHactivation"
"sigE","activation","cotB","sigEcotBactivation"
"sigE","activation","ywrJ","sigEywrJactivation"
"sigE","activation","cotH","sigEcotHactivation"
"spoIIID","activation","cotB","spoIIIDcotBactivation"
"spoIIID","activation","ywrJ","spoIIIDywrJactivation"
"spoIIID","activation","cotH","spoIIIDcotHactivation"
"sigA","activation","ribH","sigAribHactivation"
"sigA","activation","ribD","sigAribDactivation"
"sigA","activation","ribE","sigAribEactivation"
"sigA","activation","ribT","sigAribTactivation"
"sigA","activation","ribA","sigAribAactivation"
"FMN-box","repression","ribH","FMN-boxribHrepression"
"FMN-box","repression","ribD","FMN-boxribDrepression"
"FMN-box","repression","ribE","FMN-boxribErepression"
"FMN-box","repression","ribT","FMN-boxribTrepression"
"FMN-box","repression","ribA","FMN-boxribArepression"
"sigA","activation","pyrE","sigApyrEactivation"
"sigA","activation","pyrF","sigApyrFactivation"
"sigA","activation","pyrR","sigApyrRactivation"
"sigA","activation","pyrP","sigApyrPactivation"
"sigA","activation","pyrB","sigApyrBactivation"
"sigA","activation","pyrK","sigApyrKactivation"
"sigA","activation","pyrC","sigApyrCactivation"
"sigA","activation","pyrAB","sigApyrABactivation"
"sigA","activation","pyrD","sigApyrDactivation"
"sigA","activation","pyrAA","sigApyrAAactivation"
"ccpA","repression","hutM","ccpAhutMrepression"
"ccpA","repression","hutP","ccpAhutPrepression"
"ccpA","repression","hutI","ccpAhutIrepression"
"ccpA","repression","hutH","ccpAhutHrepression"
"ccpA","repression","hutU","ccpAhutUrepression"
"ccpA","repression","hutG","ccpAhutGrepression"
"codY","repression","hutM","codYhutMrepression"
"codY","repression","hutP","codYhutPrepression"
"codY","repression","hutI","codYhutIrepression"
"codY","repression","hutH","codYhutHrepression"
"codY","repression","hutU","codYhutUrepression"
"codY","repression","hutG","codYhutGrepression"
"sigA","activation","hutM","sigAhutMactivation"
"sigA","activation","hutP","sigAhutPactivation"
"sigA","activation","hutI","sigAhutIactivation"
"sigA","activation","hutH","sigAhutHactivation"
"sigA","activation","hutU","sigAhutUactivation"
"sigA","activation","hutG","sigAhutGactivation"
"hutP","activation","hutM","hutPhutMactivation"
"hutP","activation","hutP","hutPhutPactivation"
"hutP","activation","hutI","hutPhutIactivation"
"hutP","activation","hutH","hutPhutHactivation"
"hutP","activation","hutU","hutPhutUactivation"
"hutP","activation","hutG","hutPhutGactivation"
"sigL","activation","ptb","sigLptbactivation"
"sigL","activation","lpdV","sigLlpdVactivation"
"sigL","activation","bkdB","sigLbkdBactivation"
"sigL","activation","buk","sigLbukactivation"
"sigL","activation","bkdAA","sigLbkdAAactivation"
"sigL","activation","bkdAB","sigLbkdABactivation"
"sigL","activation","bcd","sigLbcdactivation"
"bkdR","activation","ptb","bkdRptbactivation"
"bkdR","activation","lpdV","bkdRlpdVactivation"
"bkdR","activation","bkdB","bkdRbkdBactivation"
"bkdR","activation","buk","bkdRbukactivation"
"bkdR","activation","bkdAA","bkdRbkdAAactivation"
"bkdR","activation","bkdAB","bkdRbkdABactivation"
"bkdR","activation","bcd","bkdRbcdactivation"
"codY","repression","ptb","codYptbrepression"
"codY","repression","lpdV","codYlpdVrepression"
"codY","repression","bkdB","codYbkdBrepression"
"codY","repression","buk","codYbukrepression"
"codY","repression","bkdAA","codYbkdAArepression"
"codY","repression","bkdAB","codYbkdABrepression"
"codY","repression","bcd","codYbcdrepression"
"sigM","activation","yabP","sigMyabPactivation"
"sigM","activation","yabQ","sigMyabQactivation"
"sigM","activation","yabN","sigMyabNactivation"
"sigM","activation","yabR","sigMyabRactivation"
"sigM","activation","rqcP","sigMrqcPactivation"
"sigM","activation","yabM","sigMyabMactivation"
"sigM","activation","divIC","sigMdivICactivation"
"sigE","activation","yabP","sigEyabPactivation"
"sigE","activation","yabQ","sigEyabQactivation"
"sigE","activation","yabN","sigEyabNactivation"
"sigE","activation","yabR","sigEyabRactivation"
"sigE","activation","rqcP","sigErqcPactivation"
"sigE","activation","yabM","sigEyabMactivation"
"sigE","activation","divIC","sigEdivICactivation"
"sigW","activation","yabP","sigWyabPactivation"
"sigW","activation","yabQ","sigWyabQactivation"
"sigW","activation","yabN","sigWyabNactivation"
"sigW","activation","yabR","sigWyabRactivation"
"sigW","activation","rqcP","sigWrqcPactivation"
"sigW","activation","yabM","sigWyabMactivation"
"sigW","activation","divIC","sigWdivICactivation"
"sigD","activation","yabP","sigDyabPactivation"
"sigD","activation","yabQ","sigDyabQactivation"
"sigD","activation","yabN","sigDyabNactivation"
"sigD","activation","yabR","sigDyabRactivation"
"sigD","activation","rqcP","sigDrqcPactivation"
"sigD","activation","yabM","sigDyabMactivation"
"sigD","activation","divIC","sigDdivICactivation"
"sigX","activation","yabP","sigXyabPactivation"
"sigX","activation","yabQ","sigXyabQactivation"
"sigX","activation","yabN","sigXyabNactivation"
"sigX","activation","yabR","sigXyabRactivation"
"sigX","activation","rqcP","sigXrqcPactivation"
"sigX","activation","yabM","sigXyabMactivation"
"sigX","activation","divIC","sigXdivICactivation"
"comK","activation","yvyF","comKyvyFactivation"
"comK","activation","comFC","comKcomFCactivation"
"comK","activation","comFA","comKcomFAactivation"
"comK","activation","fliW","comKfliWactivation"
"comK","activation","yvyG","comKyvyGactivation"
"comK","activation","flgK","comKflgKactivation"
"comK","activation","flgL","comKflgLactivation"
"comK","activation","csrA","comKcsrAactivation"
"comK","activation","comFB","comKcomFBactivation"
"comK","activation","yviE","comKyviEactivation"
"comK","activation","flgM","comKflgMactivation"
"sigA","activation","yvyF","sigAyvyFactivation"
"sigA","activation","comFC","sigAcomFCactivation"
"sigA","activation","comFA","sigAcomFAactivation"
"sigA","activation","fliW","sigAfliWactivation"
"sigA","activation","yvyG","sigAyvyGactivation"
"sigA","activation","flgK","sigAflgKactivation"
"sigA","activation","flgL","sigAflgLactivation"
"sigA","activation","csrA","sigAcsrAactivation"
"sigA","activation","comFB","sigAcomFBactivation"
"sigA","activation","yviE","sigAyviEactivation"
"sigA","activation","flgM","sigAflgMactivation"
"sigD","activation","yvyF","sigDyvyFactivation"
"sigD","activation","comFC","sigDcomFCactivation"
"sigD","activation","comFA","sigDcomFAactivation"
"sigD","activation","fliW","sigDfliWactivation"
"sigD","activation","yvyG","sigDyvyGactivation"
"sigD","activation","flgK","sigDflgKactivation"
"sigD","activation","flgL","sigDflgLactivation"
"sigD","activation","csrA","sigDcsrAactivation"
"sigD","activation","comFB","sigDcomFBactivation"
"sigD","activation","yviE","sigDyviEactivation"
"sigD","activation","flgM","sigDflgMactivation"
"degU","activation","yvyF","degUyvyFactivation"
"degU","activation","comFC","degUcomFCactivation"
"degU","activation","comFA","degUcomFAactivation"
"degU","activation","fliW","degUfliWactivation"
"degU","activation","yvyG","degUyvyGactivation"
"degU","activation","flgK","degUflgKactivation"
"degU","activation","flgL","degUflgLactivation"
"degU","activation","csrA","degUcsrAactivation"
"degU","activation","comFB","degUcomFBactivation"
"degU","activation","yviE","degUyviEactivation"
"degU","activation","flgM","degUflgMactivation"
"scoC","repression","yvyF","scoCyvyFrepression"
"scoC","repression","comFC","scoCcomFCrepression"
"scoC","repression","comFA","scoCcomFArepression"
"scoC","repression","fliW","scoCfliWrepression"
"scoC","repression","yvyG","scoCyvyGrepression"
"scoC","repression","flgK","scoCflgKrepression"
"scoC","repression","flgL","scoCflgLrepression"
"scoC","repression","csrA","scoCcsrArepression"
"scoC","repression","comFB","scoCcomFBrepression"
"scoC","repression","yviE","scoCyviErepression"
"scoC","repression","flgM","scoCflgMrepression"
"degU","activation","capE","degUcapEactivation"
"degU","activation","capB","degUcapBactivation"
"degU","activation","capA","degUcapAactivation"
"degU","activation","capC","degUcapCactivation"
"sigA","activation","capE","sigAcapEactivation"
"sigA","activation","capB","sigAcapBactivation"
"sigA","activation","capA","sigAcapAactivation"
"sigA","activation","capC","sigAcapCactivation"
"spoIIID","repression","spoIIIAH","spoIIIDspoIIIAHrepression"
"spoIIID","repression","spoIIIAG","spoIIIDspoIIIAGrepression"
"spoIIID","repression","spoIIIAD","spoIIIDspoIIIADrepression"
"spoIIID","repression","spoIIIAC","spoIIIDspoIIIACrepression"
"spoIIID","repression","spoIIIAA","spoIIIDspoIIIAArepression"
"spoIIID","repression","yqhV","spoIIIDyqhVrepression"
"spoIIID","repression","spoIIIAF","spoIIIDspoIIIAFrepression"
"spoIIID","repression","spoIIIAE","spoIIIDspoIIIAErepression"
"spoIIID","repression","spoIIIAB","spoIIIDspoIIIABrepression"
"sigE","activation","spoIIIAH","sigEspoIIIAHactivation"
"sigE","activation","spoIIIAG","sigEspoIIIAGactivation"
"sigE","activation","spoIIIAD","sigEspoIIIADactivation"
"sigE","activation","spoIIIAC","sigEspoIIIACactivation"
"sigE","activation","spoIIIAA","sigEspoIIIAAactivation"
"sigE","activation","yqhV","sigEyqhVactivation"
"sigE","activation","spoIIIAF","sigEspoIIIAFactivation"
"sigE","activation","spoIIIAE","sigEspoIIIAEactivation"
"sigE","activation","spoIIIAB","sigEspoIIIABactivation"
"sigM","activation","radA","sigMradAactivation"
"sigM","activation","disA","sigMdisAactivation"
"sigM","activation","mcsB","sigMmcsBactivation"
"sigM","activation","clpC","sigMclpCactivation"
"sigM","activation","ctsR","sigMctsRactivation"
"sigM","activation","mcsA","sigMmcsAactivation"
"sigA","activation","radA","sigAradAactivation"
"sigA","activation","disA","sigAdisAactivation"
"sigA","activation","mcsB","sigAmcsBactivation"
"sigA","activation","clpC","sigAclpCactivation"
"sigA","activation","ctsR","sigActsRactivation"
"sigA","activation","mcsA","sigAmcsAactivation"
"sigB","activation","radA","sigBradAactivation"
"sigB","activation","disA","sigBdisAactivation"
"sigB","activation","mcsB","sigBmcsBactivation"
"sigB","activation","clpC","sigBclpCactivation"
"sigB","activation","ctsR","sigBctsRactivation"
"sigB","activation","mcsA","sigBmcsAactivation"
"ctsR","repression","radA","ctsRradArepression"
"ctsR","repression","disA","ctsRdisArepression"
"ctsR","repression","mcsB","ctsRmcsBrepression"
"ctsR","repression","clpC","ctsRclpCrepression"
"ctsR","repression","ctsR","ctsRctsRrepression"
"ctsR","repression","mcsA","ctsRmcsArepression"
"sigF","activation","radA","sigFradAactivation"
"sigF","activation","disA","sigFdisAactivation"
"sigF","activation","mcsB","sigFmcsBactivation"
"sigF","activation","clpC","sigFclpCactivation"
"sigF","activation","ctsR","sigFctsRactivation"
"sigF","activation","mcsA","sigFmcsAactivation"
"sigM","activation","ylxX","sigMylxXactivation"
"sigM","activation","sbp","sigMsbpactivation"
"sigM","activation","ylxW","sigMylxWactivation"
"sigM","activation","murB","sigMmurBactivation"
"sigM","activation","divIB","sigMdivIBactivation"
"sigM","activation","murG","sigMmurGactivation"
"sigA","activation","ylxX","sigAylxXactivation"
"sigA","activation","sbp","sigAsbpactivation"
"sigA","activation","ylxW","sigAylxWactivation"
"sigA","activation","murB","sigAmurBactivation"
"sigA","activation","divIB","sigAdivIBactivation"
"sigA","activation","murG","sigAmurGactivation"
"sigE","activation","ylxX","sigEylxXactivation"
"sigE","activation","sbp","sigEsbpactivation"
"sigE","activation","ylxW","sigEylxWactivation"
"sigE","activation","murB","sigEmurBactivation"
"sigE","activation","divIB","sigEdivIBactivation"
"sigE","activation","murG","sigEmurGactivation"
"spoIIID","repression","ylxX","spoIIIDylxXrepression"
"spoIIID","repression","sbp","spoIIIDsbprepression"
"spoIIID","repression","ylxW","spoIIIDylxWrepression"
"spoIIID","repression","murB","spoIIIDmurBrepression"
"spoIIID","repression","divIB","spoIIIDdivIBrepression"
"spoIIID","repression","murG","spoIIIDmurGrepression"
"sigA","activation","swrAA/2","sigAswrAA/2activation"
"sigA","activation","minJ","sigAminJactivation"
"sigD","activation","swrAA/2","sigDswrAA/2activation"
"sigD","activation","minJ","sigDminJactivation"
"degU","activation","swrAA/2","degUswrAA/2activation"
"degU","activation","minJ","degUminJactivation"
"preQ1 riboswitch","activation","queC","preQ1 riboswitchqueCactivation"
"preQ1 riboswitch","activation","queF","preQ1 riboswitchqueFactivation"
"preQ1 riboswitch","activation","queD","preQ1 riboswitchqueDactivation"
"preQ1 riboswitch","activation","queE","preQ1 riboswitchqueEactivation"
"sigM","activation","fatR","sigMfatRactivation"
"sigM","activation","yrhJ","sigMyrhJactivation"
"sigW","activation","fatR","sigWfatRactivation"
"sigW","activation","yrhJ","sigWyrhJactivation"
"fatR","repression","fatR","fatRfatRrepression"
"fatR","repression","yrhJ","fatRyrhJrepression"
"sigX","activation","fatR","sigXfatRactivation"
"sigX","activation","yrhJ","sigXyrhJactivation"
"spo0A","activation","ugd","spo0Augdactivation"
"spo0A","activation","ptkA","spo0AptkAactivation"
"spo0A","activation","tkmA","spo0AtkmAactivation"
"spo0A","activation","ptpZ","spo0AptpZactivation"
"sigA","activation","ugd","sigAugdactivation"
"sigA","activation","ptkA","sigAptkAactivation"
"sigA","activation","tkmA","sigAtkmAactivation"
"sigA","activation","ptpZ","sigAptpZactivation"
"degU","activation","ugd","degUugdactivation"
"degU","activation","ptkA","degUptkAactivation"
"degU","activation","tkmA","degUtkmAactivation"
"degU","activation","ptpZ","degUptpZactivation"
"abrB","repression","ugd","abrBugdrepression"
"abrB","repression","ptkA","abrBptkArepression"
"abrB","repression","tkmA","abrBtkmArepression"
"abrB","repression","ptpZ","abrBptpZrepression"
"sigA","activation","rtpA","sigArtpAactivation"
"sigA","activation","ycbK","sigAycbKactivation"
"codY","activation","metQ","codYmetQactivation"
"codY","activation","metN","codYmetNactivation"
"codY","activation","metP","codYmetPactivation"
"sigA","activation","ntdC","sigAntdCactivation"
"sigA","activation","ntdA","sigAntdAactivation"
"sigA","activation","ntdB","sigAntdBactivation"
"sigA","activation","glcP","sigAglcPactivation"
"ntdR","activation","ntdC","ntdRntdCactivation"
"ntdR","activation","ntdA","ntdRntdAactivation"
"ntdR","activation","ntdB","ntdRntdBactivation"
"ntdR","activation","glcP","ntdRglcPactivation"
"sigA","activation","mdh","sigAmdhactivation"
"sigA","activation","icd","sigAicdactivation"
"ccpA","repression","mdh","ccpAmdhrepression"
"ccpA","repression","icd","ccpAicdrepression"
"ccpC","repression","mdh","ccpCmdhrepression"
"ccpC","repression","icd","ccpCicdrepression"
"T-box","activation","aspS","T-boxaspSactivation"
"T-box","activation","hisS","T-boxhisSactivation"
"sigA","activation","pstBB","sigApstBBactivation"
"sigA","activation","pstBA","sigApstBAactivation"
"sigA","activation","pstA","sigApstAactivation"
"sigA","activation","pstC","sigApstCactivation"
"sigA","activation","pstS","sigApstSactivation"
"phoP","activation","pstBB","phoPpstBBactivation"
"phoP","activation","pstBA","phoPpstBAactivation"
"phoP","activation","pstA","phoPpstAactivation"
"phoP","activation","pstC","phoPpstCactivation"
"phoP","activation","pstS","phoPpstSactivation"
"spx","activation","msrA","spxmsrAactivation"
"spx","activation","msrB","spxmsrBactivation"
"sigA","activation","msrA","sigAmsrAactivation"
"sigA","activation","msrB","sigAmsrBactivation"
"rplT","repression","ysdA","rplTysdArepression"
"rplT","repression","rpmI","rplTrpmIrepression"
"rplT","repression","rplT","rplTrplTrepression"
"rplT","repression","infC","rplTinfCrepression"
"sigM","activation","yceH","sigMyceHactivation"
"sigM","activation","yceC","sigMyceCactivation"
"sigM","activation","yceE","sigMyceEactivation"
"sigM","activation","yceD","sigMyceDactivation"
"sigM","activation","yceF","sigMyceFactivation"
"sigM","activation","yceG","sigMyceGactivation"
"sigW","activation","yceH","sigWyceHactivation"
"sigW","activation","yceC","sigWyceCactivation"
"sigW","activation","yceE","sigWyceEactivation"
"sigW","activation","yceD","sigWyceDactivation"
"sigW","activation","yceF","sigWyceFactivation"
"sigW","activation","yceG","sigWyceGactivation"
"sigB","activation","yceH","sigByceHactivation"
"sigB","activation","yceC","sigByceCactivation"
"sigB","activation","yceE","sigByceEactivation"
"sigB","activation","yceD","sigByceDactivation"
"sigB","activation","yceF","sigByceFactivation"
"sigB","activation","yceG","sigByceGactivation"
"sigX","activation","yceH","sigXyceHactivation"
"sigX","activation","yceC","sigXyceCactivation"
"sigX","activation","yceE","sigXyceEactivation"
"sigX","activation","yceD","sigXyceDactivation"
"sigX","activation","yceF","sigXyceFactivation"
"sigX","activation","yceG","sigXyceGactivation"
"sigE","activation","ybaK","sigEybaKactivation"
"sigE","activation","cwlD","sigEcwlDactivation"
"sigG","activation","ybaK","sigGybaKactivation"
"sigG","activation","cwlD","sigGcwlDactivation"
"lexA","repression","ybaK","lexAybaKrepression"
"lexA","repression","cwlD","lexAcwlDrepression"
"sigW","activation","ybfP","sigWybfPactivation"
"sigW","activation","ybfO","sigWybfOactivation"
"sigW","activation","ybfQ","sigWybfQactivation"
"abrB","repression","ybfP","abrBybfPrepression"
"abrB","repression","ybfO","abrBybfOrepression"
"abrB","repression","ybfQ","abrBybfQrepression"
"spo0A","activation","yxbD","spo0AyxbDactivation"
"spo0A","activation","yxbC","spo0AyxbCactivation"
"codY","repression","yxbD","codYyxbDrepression"
"codY","repression","yxbC","codYyxbCrepression"
"abrB","repression","yxbD","abrByxbDrepression"
"abrB","repression","yxbC","abrByxbCrepression"
"sigW","activation","pspA","sigWpspAactivation"
"sigW","activation","ydjH","sigWydjHactivation"
"sigW","activation","ydjI","sigWydjIactivation"
"sigW","activation","ydjG","sigWydjGactivation"
"abrB","repression","pspA","abrBpspArepression"
"abrB","repression","ydjH","abrBydjHrepression"
"abrB","repression","ydjI","abrBydjIrepression"
"abrB","repression","ydjG","abrBydjGrepression"
"sigA","activation","pdhC","sigApdhCactivation"
"sigA","activation","pdhB","sigApdhBactivation"
"sigA","activation","pdhA","sigApdhAactivation"
"sigA","activation","pdhD","sigApdhDactivation"
"sigA","activation","glpQ","sigAglpQactivation"
"sigA","activation","glpT","sigAglpTactivation"
"glpP","activation","glpQ","glpPglpQactivation"
"glpP","activation","glpT","glpPglpTactivation"
"phoP","activation","glpQ","phoPglpQactivation"
"phoP","activation","glpT","phoPglpTactivation"
"ccpA","repression","glpQ","ccpAglpQrepression"
"ccpA","repression","glpT","ccpAglpTrepression"
"sigA","activation","rsbU","sigArsbUactivation"
"sigA","activation","sigB","sigAsigBactivation"
"sigA","activation","rsbW","sigArsbWactivation"
"sigA","activation","rsbR","sigArsbRactivation"
"sigA","activation","rsbS","sigArsbSactivation"
"sigA","activation","rsbX","sigArsbXactivation"
"sigA","activation","rsbV","sigArsbVactivation"
"sigA","activation","rsbT","sigArsbTactivation"
"sigB","activation","rsbU","sigBrsbUactivation"
"sigB","activation","sigB","sigBsigBactivation"
"sigB","activation","rsbW","sigBrsbWactivation"
"sigB","activation","rsbR","sigBrsbRactivation"
"sigB","activation","rsbS","sigBrsbSactivation"
"sigB","activation","rsbX","sigBrsbXactivation"
"sigB","activation","rsbV","sigBrsbVactivation"
"sigB","activation","rsbT","sigBrsbTactivation"
"ccpA","repression","rsbU","ccpArsbUrepression"
"ccpA","repression","sigB","ccpAsigBrepression"
"ccpA","repression","rsbW","ccpArsbWrepression"
"ccpA","repression","rsbR","ccpArsbRrepression"
"ccpA","repression","rsbS","ccpArsbSrepression"
"ccpA","repression","rsbX","ccpArsbXrepression"
"ccpA","repression","rsbV","ccpArsbVrepression"
"ccpA","repression","rsbT","ccpArsbTrepression"
"sigA","activation","yjmC","sigAyjmCactivation"
"sigA","activation","exuR","sigAexuRactivation"
"sigA","activation","exuT","sigAexuTactivation"
"sigA","activation","uxuA","sigAuxuAactivation"
"sigA","activation","uxaB","sigAuxaBactivation"
"sigA","activation","yjmF","sigAyjmFactivation"
"sigA","activation","yjmD","sigAyjmDactivation"
"sigA","activation","uxaA","sigAuxaAactivation"
"sigE","activation","yjmC","sigEyjmCactivation"
"sigE","activation","exuR","sigEexuRactivation"
"sigE","activation","exuT","sigEexuTactivation"
"sigE","activation","uxuA","sigEuxuAactivation"
"sigE","activation","uxaB","sigEuxaBactivation"
"sigE","activation","yjmF","sigEyjmFactivation"
"sigE","activation","yjmD","sigEyjmDactivation"
"sigE","activation","uxaA","sigEuxaAactivation"
"exuR","repression","yjmC","exuRyjmCrepression"
"exuR","repression","exuR","exuRexuRrepression"
"exuR","repression","exuT","exuRexuTrepression"
"exuR","repression","uxuA","exuRuxuArepression"
"exuR","repression","uxaB","exuRuxaBrepression"
"exuR","repression","yjmF","exuRyjmFrepression"
"exuR","repression","yjmD","exuRyjmDrepression"
"exuR","repression","uxaA","exuRuxaArepression"
"ccpA","repression","yjmC","ccpAyjmCrepression"
"ccpA","repression","exuR","ccpAexuRrepression"
"ccpA","repression","exuT","ccpAexuTrepression"
"ccpA","repression","uxuA","ccpAuxuArepression"
"ccpA","repression","uxaB","ccpAuxaBrepression"
"ccpA","repression","yjmF","ccpAyjmFrepression"
"ccpA","repression","yjmD","ccpAyjmDrepression"
"ccpA","repression","uxaA","ccpAuxaArepression"
"T-box","activation","leuS","T-boxleuSactivation"
"sigA","activation","lytA","sigAlytAactivation"
"sigA","activation","lytC","sigAlytCactivation"
"sigA","activation","lytB","sigAlytBactivation"
"sinR","repression","lytA","sinRlytArepression"
"sinR","repression","lytC","sinRlytCrepression"
"sinR","repression","lytB","sinRlytBrepression"
"sigD","activation","lytA","sigDlytAactivation"
"sigD","activation","lytC","sigDlytCactivation"
"sigD","activation","lytB","sigDlytBactivation"
"yvrHb","repression","lytA","yvrHblytArepression"
"yvrHb","repression","lytC","yvrHblytCrepression"
"yvrHb","repression","lytB","yvrHblytBrepression"
"slrR","repression","lytA","slrRlytArepression"
"slrR","repression","lytC","slrRlytCrepression"
"slrR","repression","lytB","slrRlytBrepression"
"spx","activation","ylaB","spxylaBactivation"
"spx","activation","ylaC","spxylaCactivation"
"spx","activation","ylaA","spxylaAactivation"
"spx","activation","ylaD","spxylaDactivation"
"sigA","activation","ylaB","sigAylaBactivation"
"sigA","activation","ylaC","sigAylaCactivation"
"sigA","activation","ylaA","sigAylaAactivation"
"sigA","activation","ylaD","sigAylaDactivation"
"ylaC","activation","ylaB","ylaCylaBactivation"
"ylaC","activation","ylaC","ylaCylaCactivation"
"ylaC","activation","ylaA","ylaCylaAactivation"
"ylaC","activation","ylaD","ylaCylaDactivation"
"spo0A","repression","flgB","spo0AflgBrepression"
"spo0A","repression","fliM","spo0AfliMrepression"
"spo0A","repression","fliL","spo0AfliLrepression"
"spo0A","repression","fliY","spo0AfliYrepression"
"spo0A","repression","cheY","spo0AcheYrepression"
"spo0A","repression","swrD","spo0AswrDrepression"
"spo0A","repression","swrB","spo0AswrBrepression"
"spo0A","repression","fliI","spo0AfliIrepression"
"spo0A","repression","fliK","spo0AfliKrepression"
"spo0A","repression","fliH","spo0AfliHrepression"
"spo0A","repression","fliJ","spo0AfliJrepression"
"spo0A","repression","flhB","spo0AflhBrepression"
"spo0A","repression","cheA","spo0AcheArepression"
"spo0A","repression","fliP","spo0AfliPrepression"
"spo0A","repression","sigD","spo0AsigDrepression"
"spo0A","repression","fliE","spo0AfliErepression"
"spo0A","repression","flgD","spo0AflgDrepression"
"spo0A","repression","cheW","spo0AcheWrepression"
"spo0A","repression","fliG","spo0AfliGrepression"
"spo0A","repression","flhA","spo0AflhArepression"
"spo0A","repression","fliR","spo0AfliRrepression"
"spo0A","repression","fliQ","spo0AfliQrepression"
"spo0A","repression","cheB","spo0AcheBrepression"
"spo0A","repression","flhF","spo0AflhFrepression"
"spo0A","repression","cheD","spo0AcheDrepression"
"spo0A","repression","fliZ","spo0AfliZrepression"
"spo0A","repression","flgC","spo0AflgCrepression"
"spo0A","repression","flhG","spo0AflhGrepression"
"spo0A","repression","flgE","spo0AflgErepression"
"spo0A","repression","cheC","spo0AcheCrepression"
"spo0A","repression","ylxF","spo0AylxFrepression"
"spo0A","repression","fliF","spo0AfliFrepression"
"sigA","activation","flgB","sigAflgBactivation"
"sigA","activation","fliM","sigAfliMactivation"
"sigA","activation","fliL","sigAfliLactivation"
"sigA","activation","fliY","sigAfliYactivation"
"sigA","activation","cheY","sigAcheYactivation"
"sigA","activation","swrD","sigAswrDactivation"
"sigA","activation","swrB","sigAswrBactivation"
"sigA","activation","fliI","sigAfliIactivation"
"sigA","activation","fliK","sigAfliKactivation"
"sigA","activation","fliH","sigAfliHactivation"
"sigA","activation","fliJ","sigAfliJactivation"
"sigA","activation","flhB","sigAflhBactivation"
"sigA","activation","cheA","sigAcheAactivation"
"sigA","activation","fliP","sigAfliPactivation"
"sigA","activation","sigD","sigAsigDactivation"
"sigA","activation","fliE","sigAfliEactivation"
"sigA","activation","flgD","sigAflgDactivation"
"sigA","activation","cheW","sigAcheWactivation"
"sigA","activation","fliG","sigAfliGactivation"
"sigA","activation","flhA","sigAflhAactivation"
"sigA","activation","fliR","sigAfliRactivation"
"sigA","activation","fliQ","sigAfliQactivation"
"sigA","activation","cheB","sigAcheBactivation"
"sigA","activation","flhF","sigAflhFactivation"
"sigA","activation","cheD","sigAcheDactivation"
"sigA","activation","fliZ","sigAfliZactivation"
"sigA","activation","flgC","sigAflgCactivation"
"sigA","activation","flhG","sigAflhGactivation"
"sigA","activation","flgE","sigAflgEactivation"
"sigA","activation","cheC","sigAcheCactivation"
"sigA","activation","ylxF","sigAylxFactivation"
"sigA","activation","fliF","sigAfliFactivation"
"swrA","activation","flgB","swrAflgBactivation"
"swrA","activation","fliM","swrAfliMactivation"
"swrA","activation","fliL","swrAfliLactivation"
"swrA","activation","fliY","swrAfliYactivation"
"swrA","activation","cheY","swrAcheYactivation"
"swrA","activation","swrD","swrAswrDactivation"
"swrA","activation","swrB","swrAswrBactivation"
"swrA","activation","fliI","swrAfliIactivation"
"swrA","activation","fliK","swrAfliKactivation"
"swrA","activation","fliH","swrAfliHactivation"
"swrA","activation","fliJ","swrAfliJactivation"
"swrA","activation","flhB","swrAflhBactivation"
"swrA","activation","cheA","swrAcheAactivation"
"swrA","activation","fliP","swrAfliPactivation"
"swrA","activation","sigD","swrAsigDactivation"
"swrA","activation","fliE","swrAfliEactivation"
"swrA","activation","flgD","swrAflgDactivation"
"swrA","activation","cheW","swrAcheWactivation"
"swrA","activation","fliG","swrAfliGactivation"
"swrA","activation","flhA","swrAflhAactivation"
"swrA","activation","fliR","swrAfliRactivation"
"swrA","activation","fliQ","swrAfliQactivation"
"swrA","activation","cheB","swrAcheBactivation"
"swrA","activation","flhF","swrAflhFactivation"
"swrA","activation","cheD","swrAcheDactivation"
"swrA","activation","fliZ","swrAfliZactivation"
"swrA","activation","flgC","swrAflgCactivation"
"swrA","activation","flhG","swrAflhGactivation"
"swrA","activation","flgE","swrAflgEactivation"
"swrA","activation","cheC","swrAcheCactivation"
"swrA","activation","ylxF","swrAylxFactivation"
"swrA","activation","fliF","swrAfliFactivation"
"sigD","activation","flgB","sigDflgBactivation"
"sigD","activation","fliM","sigDfliMactivation"
"sigD","activation","fliL","sigDfliLactivation"
"sigD","activation","fliY","sigDfliYactivation"
